obs_id	proj_code	locality	CAT_sp	specificity_cat	fifty	remove_cat	singlecat	cat_5	plant	common_plants_only	five	PLANT_sp	obs_date	guild	para_obs_id	para_specimen_no	USNMNM	PAR_sp	plus	GENERAL	rarity	Par_remove	singlepara_1	host_sp	source_obs_id	family_par	specificity_par
358742	BETADIV	Wamangu	Meekiaria purpurea		1	0	0	1	PSS	Yes	1	Psychotria micrococca	25.03.2005	PAR	366933	US00508937	USNM00508937	TACH001	plus	GEN	0	0	0	1	132077	Tachinidae	
358743	BETADIV	Wamangu	Meekiaria sp. AAA3379		1	0	0	1	PSS	Yes	1	Psychotria micrococca	10.03.2005	PAR	366934	US00506342	USNM00506342	TACH001	plus	GEN	0	0	0	1	132078	Tachinidae	
358800	BETADIV	Wamangu	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	01.02.2005	PAR	366991	US00505523	USNM00505523	TACH001	plus	GEN	0	0	0	1	132137	Tachinidae	
358802	BETADIV	Wamangu	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	26.01.2005	PAR	366993	US00505470	USNM00505470	TACH001	plus	GEN	0	0	0	1	132139	Tachinidae	
358803	BETADIV	Wamangu	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	26.01.2005	PAR	366994	US00505487	USNM00505487	TACH001	plus	GEN	0	0	0	1	132140	Tachinidae	
358804	BETADIV	Wamangu	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	28.01.2005	PAR	366995	US00505518	USNM00505518	TACH001	plus	GEN	0	0	0	1	132141	Tachinidae	
358983	BETADIV	Wamangu	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	21.03.2005	PAR	367174	US00503319	USNM00503319	TACH001	plus	GEN	0	0	0	1	132320	Tachinidae	
359287	BETADIV	Morox	Coelorhyncidia nitidalis		1	0	0	1	PSS	Yes	1	Psychotria micrococca	25.07.2005	PAR	367478	US00641882	USNM00641882	TACH001	plus	GEN	0	0	0	1	141690	Tachinidae	
358738	BETADIV	Wamangu	Macroglossum melas pullius		1	0	0	1	PSS	Yes	1	Psychotria micrococca	25.02.2005	PAR	366929	US00508895	USNM00508895	TACH001	plus	GEN	0	0	0	1	132073	Tachinidae	
359282	BETADIV	Morox	Meekiaria purpurea		1	0	0	1	PSS	Yes	1	Psychotria micrococca	21.07.2005	PAR	367473	US00645578	USNM00645578	TACH001	plus	GEN	0	0	0	1	141685	Tachinidae	
359283	BETADIV	Morox	Meekiaria purpurea		1	0	0	1	PSS	Yes	1	Psychotria micrococca	26.07.2005	PAR	367474	US00645546	USNM00645546	TACH001	plus	GEN	0	0	0	1	141686	Tachinidae	
359284	BETADIV	Morox	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	22.07.2005	PAR	367475	US00645558	USNM00645558	TACH001	plus	GEN	0	0	0	1	141687	Tachinidae	
357590	BETADIV	Utai	Meekiaria sp. AAA3379		1	0	0	1	PSL	No	0	Psychotria ramuensis	09.07.2004	PAR	365781	US00492814	USNM00492814	TACH365	0	MONO	1	0	1		108630	Tachinidae	
358729	BETADIV	Wamangu	Coelorhyncidia nitidalis		1	0	0	1	PSS	Yes	1	Psychotria micrococca	21.02.2005	PAR	366920	US00508834	USNM00508834	TACH366	plus	GEN	1	0	0	1	132064	Tachinidae	
358740	BETADIV	Wamangu	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	24.02.2005	PAR	366931	US00508835	USNM00508835	TACH366	plus	GEN	1	0	0	1	132075	Tachinidae	
356277	BETADIV	Wanang	Agrotera genuflexa		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	23.01.2003	PAR	364468	US00211841	USNM00211841	TACH366	plus	GEN	1	0	0	1	66578	Tachinidae	
357108	BETADIV	Yapsiei	Choreutis lutescens		1	0	0	1	PYB	No	0	Psychotria cf. hollandiae	26.02.2004	PAR	365299	US00454171	USNM00454171	TACH366	plus	GEN	1	0	0	1	88496	Tachinidae	
358728	BETADIV	Wamangu	Coelorhyncidia nitidalis		1	0	0	1	PSS	Yes	1	Psychotria micrococca	22.02.2005	PAR	366919	US00509084	USNM00509084	TACH366	plus	GEN	1	0	0	1	132063	Tachinidae	
359285	BETADIV	Morox	Coelorhyncidia nitidalis		1	0	0	1	PSS	Yes	1	Psychotria micrococca	25.07.2005	PAR	367476	US00645480	USNM00645480	TACH366	plus	GEN	1	0	0	1	141688	Tachinidae	
358765	BETADIV	Wamangu	Unadophanes trissomita		1	0	0	1	MAP	No	1	Macaranga bifoveata	10.03.2005	PAR	366956	US00508727	USNM00508727	TACH014	plus	GEN	0	0	0	1	132100	Tachinidae	
358779	BETADIV	Wamangu	Unadophanes trissomita		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	10.03.2005	PAR	366970	US00509030	USNM00509030	TACH014	plus	GEN	0	0	0	1	132116	Tachinidae	
358813	BETADIV	Wamangu	Unadophanes trissomita		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	09.02.2005	PAR	367004	US00505479	USNM00505479	TACH014	plus	GEN	0	0	0	1	132150	Tachinidae	
358762	BETADIV	Wamangu	Unadophanes trissomita		1	0	0	1	MAP	No	1	Macaranga bifoveata	02.03.2005	PAR	366953	US00507941	USNM00507941	TACH368	0	MONO	1	0	1		132097	Tachinidae	
358692	BETADIV	Wamangu	Unadophanes trissomita		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	09.02.2005	PAR	366883	US00508249	USNM00508249	TACH014	plus	GEN	0	0	0	1	129271	Tachinidae	
358761	BETADIV	Wamangu	Unadophanes trissomita		1	0	0	1	MAP	No	1	Macaranga bifoveata	10.03.2005	PAR	366952	US00508615	USNM00508615	TACH014	plus	GEN	0	0	0	1	132096	Tachinidae	
358776	BETADIV	Wamangu	Dichomeris sp. XXXX120		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	19.03.2005	PAR	366967	US00508649	USNM00508649	TACH014	plus	GEN	0	0	0	1	132113	Tachinidae	
358815	BETADIV	Wamangu	Unadophanes trissomita		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	09.02.2005	PAR	367006	US00505472	USNM00505472	TACH014	plus	GEN	0	0	0	1	132152	Tachinidae	
358780	BETADIV	Wamangu	Unadophanes trissomita		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	06.03.2005	PAR	366971	US00508906	USNM00508906	TACH014	plus	GEN	0	0	0	1	132117	Tachinidae	
356377	BETADIV	Niksek	Addaea nr. probolopsis		1	0	0	1	MAX	Yes	1	Macaranga clavata	22.08.2003	PAR	364568	US00267981	USNM00267981	TACH364	plus	GEN	1	0	0	1	71378	Tachinidae	
356282	BETADIV	Wanang	Choreutis basalis		1	0	0	1	BER	Yes	1	Ficus hahliana	25.01.2003	PAR	364473	US00211846	USNM00211846	TACH050	plus	GEN	0	0	0	1	66583	Tachinidae	
358754	BETADIV	Wamangu	CopromorphidaeGEN sp. AAG0483		0	0	0	0	BER	Yes	1	Ficus hahliana	24.03.2005	PAR	366945	US00508704	USNM00508704	TACH364	plus	GEN	1	0	0	1	132089	Tachinidae	
356037	BETADIV	Elem	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	24.04.2003	PAR	364228	US00211597	USNM00211597	TACH134	plus	GEN	0	0	0	1	66334	Tachinidae	
356050	BETADIV	Elem	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	28.04.2003	PAR	364241	US00211610	USNM00211610	TACH134	plus	GEN	0	0	0	1	66347	Tachinidae	
356697	BETADIV	Niksek	Mellea sp.near rectiviata		1	0	0	1	MAC	No	1	Macaranga hispida	26.08.2003	PAR	364888	US00269702	USNM00269702	TACH079	plus	GEN	0	0	0	1	75896	Tachinidae	
357486	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	14.07.2004	PAR	365677	US00492684	USNM00492684	TACH134	plus	GEN	0	0	0	1	108526	Tachinidae	
357487	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	08.07.2004	PAR	365678	US00492685	USNM00492685	TACH134	plus	GEN	0	0	0	1	108527	Tachinidae	
357489	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	07.06.2004	PAR	365680	US00492687	USNM00492687	TACH134	plus	GEN	0	0	0	1	108529	Tachinidae	
357490	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	16.07.2004	PAR	365681	US00492692	USNM00492692	TACH134	plus	GEN	0	0	0	1	108530	Tachinidae	
357492	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	27.05.2004	PAR	365683	US00492694	USNM00492694	TACH134	plus	GEN	0	0	0	1	108532	Tachinidae	
357493	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	24.06.2004	PAR	365684	US00492695	USNM00492695	TACH134	plus	GEN	0	0	0	1	108533	Tachinidae	
357499	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	31.07.2004	PAR	365690	US00492688	USNM00492688	TACH134	plus	GEN	0	0	0	1	108539	Tachinidae	
357501	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	26.05.2004	PAR	365692	US00492690	USNM00492690	TACH134	plus	GEN	0	0	0	1	108541	Tachinidae	
357502	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	27.05.2004	PAR	365693	US00492691	USNM00492691	TACH134	plus	GEN	0	0	0	1	108542	Tachinidae	
357503	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	29.06.2004	PAR	365694	US00492736	USNM00492736	TACH134	plus	GEN	0	0	0	1	108543	Tachinidae	
357506	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	24.07.2004	PAR	365697	US00492739	USNM00492739	TACH134	plus	GEN	0	0	0	1	108546	Tachinidae	
357507	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	21.07.2004	PAR	365698	US00492748	USNM00492748	TACH134	plus	GEN	0	0	0	1	108547	Tachinidae	
357509	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	07.07.2004	PAR	365700	US00492750	USNM00492750	TACH134	plus	GEN	0	0	0	1	108549	Tachinidae	
359286	BETADIV	Morox	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	19.07.2005	PAR	367477	US00645534	USNM00645534	TACH134	plus	GEN	0	0	0	1	141689	Tachinidae	
356041	BETADIV	Elem	Geometridae sp.GEOM056		0	0	1	0	SYW	Yes	1	"Syzygium cf. ""stipulare"""	21.04.2003	PAR	364232	US00211601	USNM00211601	TACH134	plus	GEN	0	0	0	1	66338	Tachinidae	
356049	BETADIV	Elem	Mecistoptera sophiewagnerae		0	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	01.05.2003	PAR	364240	US00211609	USNM00211609	TACH134	plus	GEN	0	0	0	1	66346	Tachinidae	
356054	BETADIV	Elem	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	05.06.2003	PAR	364245	US00211614	USNM00211614	TACH134	plus	GEN	0	0	0	1	66351	Tachinidae	
356381	BETADIV	Niksek	Meekiaria purpurea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	27.08.2003	PAR	364572	US00267985	USNM00267985	TACH134	plus	GEN	0	0	0	1	71382	Tachinidae	
357488	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	29.06.2004	PAR	365679	US00492686	USNM00492686	TACH134	plus	GEN	0	0	0	1	108528	Tachinidae	
357491	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	24.05.2004	PAR	365682	US00492693	USNM00492693	TACH134	plus	GEN	0	0	0	1	108531	Tachinidae	
357500	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	28.05.2004	PAR	365691	US00492689	USNM00492689	TACH134	plus	GEN	0	0	0	1	108540	Tachinidae	
357505	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	20.07.2004	PAR	365696	US00492738	USNM00492738	TACH134	plus	GEN	0	0	0	1	108545	Tachinidae	
357510	BETADIV	Utai	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	22.07.2004	PAR	365701	US00492751	USNM00492751	TACH134	plus	GEN	0	0	0	1	108550	Tachinidae	
358744	BETADIV	Wamangu	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	03.03.2005	PAR	366935	US00509098	USNM00509098	TACH134	plus	GEN	0	0	0	1	132079	Tachinidae	
359329	BETADIV	Morox	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	30.06.2005	PAR	367520	US00645583	USNM00645583	TACH134	plus	GEN	0	0	0	1	141732	Tachinidae	
356389	BETADIV	Niksek	Meekiaria purpurea		1	0	0	1	PSN	No	1	Psychotria sp.	27.08.2003	PAR	364580	US00267993	USNM00267993	TACH079	plus	GEN	0	0	0	1	71390	Tachinidae	
356705	BETADIV	Niksek	Mellea sp.near rectiviata		1	0	0	1	MAC	No	1	Macaranga hispida	26.08.2003	PAR	364896	US00269710	USNM00269710	TACH079	plus	GEN	0	0	0	1	75904	Tachinidae	
356038	BETADIV	Elem	Tamba kebea		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	06.05.2003	PAR	364229	US00211598	USNM00211598	TACH134	plus	GEN	0	0	0	1	66335	Tachinidae	
357587	BETADIV	Utai	Lista carniola		0	0	0	1	MAS	Yes	0	Macaranga fallacina	22.06.2004	PAR	365778	US00492788	USNM00492788	TACH380	0	MONO	1	0	1		108627	Tachinidae	
356260	BETADIV	Wanang	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	18.01.2003	PAR	364451	US00211824	USNM00211824	TACH366	plus	GEN	1	0	0	1	66561	Tachinidae	
359273	BETADIV	Morox	Talanga excelsalis		1	0	0	1	COP	Yes	0	Ficus copiosa	05.07.2005	PAR	367464	US00645565	USNM00645565	TACH438	plus	GEN	0	0	0	1	141676	Tachinidae	
358770	BETADIV	Wamangu	Asota eusemioides		0	0	0	1	PAR	Yes	0	Ficus pachyrrhachis	25.03.2005	PAR	366961	US00507949	USNM00507949	TACH010	plus	GEN	0	0	0	1	132105	Tachinidae	
356069	BETADIV	Elem	Choreutis cf. anthorma		1	0	0	1	CON	Yes	0	Ficus conocephalifolia	20.05.2003	PAR	364260	US00211629	USNM00211629	TACH050	plus	GEN	0	0	0	1	66366	Tachinidae	
357284	BETADIV	Niksek	Choreutis basalis		1	0	0	1	BER	Yes	1	Ficus hahliana	23.10.2003	PAR	365475	US00457530	USNM00457530	TACH050	plus	GEN	0	0	0	1	99640	Tachinidae	
358690	BETADIV	Wamangu	Choreutis cf. anthorma		1	0	0	1	CON	Yes	0	Ficus conocephalifolia	23.02.2005	PAR	366881	US00508269	USNM00508269	TACH050	plus	GEN	0	0	0	1	129269	Tachinidae	
358978	BETADIV	Wamangu	Choreutis cf. anthorma		1	0	0	1	CON	Yes	0	Ficus conocephalifolia	23.03.2005	PAR	367169	US00503259	USNM00503259	TACH050	plus	GEN	0	0	0	1	132315	Tachinidae	
358997	BETADIV	Morox	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	18.06.2005	PAR	367188	US00645358	USNM00645358	TACH372	0	MONO	1	0	1		141311	Tachinidae	
359247	BETADIV	Morox	Choreutis cf. anthorma		1	0	0	1	PHA	No	0	Ficus phaeosyce	04.07.2005	PAR	367438	US00643682	USNM00643682	TACH050	plus	GEN	0	0	0	1	141642	Tachinidae	
356402	BETADIV	Niksek	Addaea pusilla		1	0	0	1	MAC	No	1	Macaranga hispida	13.08.2003	PAR	364593	US00268006	USNM00268006	TACH285	plus	GEN	0	0	0	1	71403	Tachinidae	
358853	BETADIV	Wamangu	Xenothictis gnetivora		0	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	25.01.2005	PAR	367044	US00505560	USNM00505560	TACH391	0	MONO	1	0	1		132190	Tachinidae	
356706	BETADIV	Niksek	Dichomeris sp. XXXX120		1	0	0	1	MAC	No	1	Macaranga hispida	03.09.2003	PAR	364897	US00269711	USNM00269711	TACH393	plus	GEN	0	0	0	1	75905	Tachinidae	
356394	BETADIV	Niksek	Arctornis nr. intacta 3 SEM-2008		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	14.08.2003	PAR	364585	US00267998	USNM00267998	TACH393	plus	GEN	0	0	0	1	71395	Tachinidae	
359257	BETADIV	Morox	Mellea hieroglyphica		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	02.06.2005	PAR	367448	US00645511	USNM00645511	TACH393	plus	GEN	0	0	0	1	141652	Tachinidae	
359262	BETADIV	Morox	Arctornis nr. intacta 1 SEM-2008		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	21.07.2005	PAR	367453	US00641901	USNM00641901	TACH393	plus	GEN	0	0	0	1	141657	Tachinidae	
359265	BETADIV	Morox	Mellea nitida		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	01.07.2005	PAR	367456	US00645566	USNM00645566	TACH393	plus	GEN	0	0	0	1	141660	Tachinidae	
359266	BETADIV	Morox	Arctornis nr. intacta 1 SEM-2008		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	21.06.2005	PAR	367457	US00641895	USNM00641895	TACH393	plus	GEN	0	0	0	1	141661	Tachinidae	
359267	BETADIV	Morox	Arctornis nr. intacta 3 SEM-2008		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	06.07.2005	PAR	367458	US00641884	USNM00641884	TACH393	plus	GEN	0	0	0	1	141662	Tachinidae	
359294	BETADIV	Morox	Arctornis nr. intacta 1 SEM-2008		1	0	0	1	MAQ	No	1	Macaranga quadriglandulosa	06.07.2005	PAR	367485	US00643584	USNM00643584	TACH393	plus	GEN	0	0	0	1	141697	Tachinidae	
359302	BETADIV	Morox	Dichomeris sp. XXXX068		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	07.07.2005	PAR	367493	US00645485	USNM00645485	TACH393	plus	GEN	0	0	0	1	141705	Tachinidae	
359303	BETADIV	Morox	Dichomeris sp. XXXX068		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	13.07.2005	PAR	367494	US00645536	USNM00645536	TACH393	plus	GEN	0	0	0	1	141706	Tachinidae	
359304	BETADIV	Morox	Arctornis nr. intacta 1 SEM-2008		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	23.07.2005	PAR	367495	US00645584	USNM00645584	TACH393	plus	GEN	0	0	0	1	141707	Tachinidae	
359309	BETADIV	Morox	Arctornis nr. intacta 1 SEM-2008		1	0	0	1	MAU	Yes	0	Macaranga novoguineensis	27.07.2005	PAR	367500	US00645376	USNM00645376	TACH393	plus	GEN	0	0	0	1	141712	Tachinidae	
359311	BETADIV	Morox	Mellea hieroglyphica		1	0	0	1	MAU	Yes	0	Macaranga novoguineensis	13.07.2005	PAR	367502	US00645532	USNM00645532	TACH393	plus	GEN	0	0	0	1	141714	Tachinidae	
359415	BETADIV	Morox	Philiris sp. AAF6866		0	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	07.07.2005	PAR	367606	US00644853	USNM00644853	TACH393	plus	GEN	0	0	0	1	141818	Tachinidae	
357033	BETADIV	Yapsiei	Dichomeris sp. AAB2697		0	0	0	1	MAA	Yes	0	Macaranga aleuritoides	16.02.2004	PAR	365224	US00454084	USNM00454084	TACH294	plus	GEN	0	0	0	1	88405	Tachinidae	
358759	BETADIV	Wamangu	Piletocera sp. CRAM094		0	0	0	0	BER	Yes	1	Ficus hahliana	22.03.2005	PAR	366950	US00508710	USNM00508710	TACH396	0	MONO	1	0	1		132094	Tachinidae	
356825	BETADIV	Niksek	Addaea pusilla		1	0	0	1	MAR	No	1	Macaranga tsonane	30.08.2003	PAR	365016	US00269830	USNM00269830	TACH364	plus	GEN	1	0	0	1	76024	Tachinidae	
356370	BETADIV	Niksek	Mellea ordinaria complex		1	0	0	1	MAR	No	1	Macaranga tsonane	20.08.2003	PAR	364561	US00267974	USNM00267974	TACH401	0	MONO	1	0	1		71371	Tachinidae	
357542	BETADIV	Utai	Choreutis cf. anthorma		1	0	0	1	CON	Yes	0	Ficus conocephalifolia	16.06.2004	PAR	365733	US00492731	USNM00492731	TACH405	plus	GEN	0	0	0	1	108582	Tachinidae	
357582	BETADIV	Utai	Talanga excelsalis		1	0	0	1	COP	Yes	0	Ficus copiosa	21.06.2004	PAR	365773	US00492778	USNM00492778	TACH405	plus	GEN	0	0	0	1	108622	Tachinidae	
357584	BETADIV	Utai	Talanga excelsalis		1	0	0	1	COP	Yes	0	Ficus copiosa	21.07.2004	PAR	365775	US00492781	USNM00492781	TACH405	plus	GEN	0	0	0	1	108624	Tachinidae	
359276	BETADIV	Morox	Talanga excelsalis		1	0	0	1	COP	Yes	0	Ficus copiosa	12.07.2005	PAR	367467	US00645552	USNM00645552	TACH405	plus	GEN	0	0	0	1	141679	Tachinidae	
356592	BETADIV	Niksek	Asota caricae		1	0	0	1	PAR	Yes	0	Ficus pachyrrhachis	18.09.2003	PAR	364783	US00269596	USNM00269596	TACH516	0	GEN	1	0	0		75791	Tachinidae	
356820	BETADIV	Niksek	Mellea ordinaria complex		1	0	0	1	MAX	Yes	1	Macaranga clavata	01.10.2003	PAR	365011	US00269825	USNM00269825	TACH516	0	GEN	1	0	0		76019	Tachinidae	
357592	BETADIV	Utai	Coelorhyncidia nitidalis		1	0	0	1	PSS	Yes	1	Psychotria micrococca	18.06.2004	PAR	365783	US00492789	USNM00492789	TACH516	0	GEN	1	0	0		108632	Tachinidae	
356063	BETADIV	Elem	Talanga excelsalis		1	0	0	1	COP	Yes	0	Ficus copiosa	04.04.2003	PAR	364254	US00211623	USNM00211623	TACH405	plus	GEN	0	0	0	1	66360	Tachinidae	
357549	BETADIV	Utai	Choreutis cf. anthorma		1	0	0	1	CON	Yes	0	Ficus conocephalifolia	29.07.2004	PAR	365740	US00492734	USNM00492734	TACH405	plus	GEN	0	0	0	1	108589	Tachinidae	
357556	BETADIV	Utai	Glyphodes margaritaria		1	0	0	1	DAM	No	1	Ficus dammaropsis	27.07.2004	PAR	365747	US00492765	USNM00492765	TACH405	plus	GEN	0	0	0	1	108596	Tachinidae	
357557	BETADIV	Utai	Glyphodes margaritaria		1	0	0	1	DAM	No	1	Ficus dammaropsis	27.07.2004	PAR	365748	US00492766	USNM00492766	TACH405	plus	GEN	0	0	0	1	108597	Tachinidae	
357558	BETADIV	Utai	Glyphodes margaritaria		1	0	0	1	DAM	No	1	Ficus dammaropsis	31.07.2004	PAR	365749	US00492767	USNM00492767	TACH405	plus	GEN	0	0	0	1	108598	Tachinidae	
357575	BETADIV	Utai	Talanga deliciosa		1	0	0	1	CON	Yes	0	Ficus conocephalifolia	29.07.2004	PAR	365766	US00492784	USNM00492784	TACH405	plus	GEN	0	0	0	1	108615	Tachinidae	
357576	BETADIV	Utai	Glyphodes margaritaria		1	0	0	1	CON	Yes	0	Ficus conocephalifolia	01.07.2004	PAR	365767	US00492785	USNM00492785	TACH405	plus	GEN	0	0	0	1	108616	Tachinidae	
357583	BETADIV	Utai	Talanga excelsalis		1	0	0	1	COP	Yes	0	Ficus copiosa	05.07.2004	PAR	365774	US00492780	USNM00492780	TACH405	plus	GEN	0	0	0	1	108623	Tachinidae	
359281	BETADIV	Morox	Talanga excelsalis		1	0	0	1	COP	Yes	0	Ficus copiosa	28.07.2005	PAR	367472	US00645547	USNM00645547	TACH405	plus	GEN	0	0	0	1	141684	Tachinidae	
359410	BETADIV	Morox	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	04.08.2005	PAR	367601	US00644854	USNM00644854	TACH405	plus	GEN	0	0	0	1	141813	Tachinidae	
356791	BETADIV	Niksek	Meekiaria purpurea		1	0	0	1	PSN	No	1	Psychotria sp.	18.09.2003	PAR	364982	US00269796	USNM00269796	TACH405	plus	GEN	0	0	0	1	75990	Tachinidae	
359409	BETADIV	Morox	Talanga excelsalis		1	0	0	1	COP	Yes	0	Ficus copiosa	12.07.2005	PAR	367600	US00644841	USNM00644841	TACH405	plus	GEN	0	0	0	1	141812	Tachinidae	
359321	BETADIV	Morox	Agrotera ignepictoides		1	0	0	1	SRB	Yes	0	Syzygium sp.	11.07.2005	PAR	367512	US00645556	USNM00645556	TACH411	0	MONO	1	0	1		141724	Tachinidae	
356259	BETADIV	Wanang	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	17.01.2003	PAR	364450	US00211823	USNM00211823	TACH366	plus	GEN	1	0	0	1	66560	Tachinidae	
357036	BETADIV	Yapsiei	Glyphodes margaritaria		1	0	0	1	BER	Yes	1	Ficus hahliana	18.03.2004	PAR	365227	US00454087	USNM00454087	TACH040	plus	GEN	0	0	0	1	88408	Tachinidae	
356025	BETADIV	Wanang	Asota caricae		1	0	0	1	HIS	No	1	Ficus hispidioides	29.11.2002	PAR	364216	US00209123	USNM00209123	TACH505	plus	GEN	0	0	0	1	59014	Tachinidae	
357022	BETADIV	Yapsiei	Coelorhyncidia nitidalis		1	0	0	1	PAR	Yes	0	Ficus pachyrrhachis	08.03.2004	PAR	365213	US00454073	USNM00454073	TACH079	plus	GEN	0	0	0	1	88394	Tachinidae	
356409	BETADIV	Niksek	Addaea pusilla		1	0	0	1	MAC	No	1	Macaranga hispida	13.08.2003	PAR	364600	US00268013	USNM00268013	TACH285	plus	GEN	0	0	0	1	71410	Tachinidae	
357290	BETADIV	Niksek	Meekiaria purpurea		1	0	0	1	PSN	No	1	Psychotria sp.	18.10.2003	PAR	365481	US00457489	USNM00457489	TACH510	plus	GEN	1	0	0	1	99646	Tachinidae	
357591	BETADIV	Utai	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	01.06.2004	PAR	365782	US00492815	USNM00492815	TACH510	plus	GEN	1	0	0	1	108631	Tachinidae	
358767	BETADIV	Wamangu	Arctornis nr. intacta 1 SEM-2008		1	0	0	1	MAP	No	1	Macaranga bifoveata	18.03.2005	PAR	366958	US00509106	USNM00509106	TACH423	0	MONO	1	0	1		132102	Tachinidae	
356823	BETADIV	Niksek	Paraphomia disjuncta		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	30.08.2003	PAR	365014	US00269828	USNM00269828	TACH426	0	MONO	1	0	1		76022	Tachinidae	
356048	BETADIV	Elem	Paraphomia disjuncta		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	23.04.2003	PAR	364239	US00211608	USNM00211608	TACH426	0	MONO	1	0	1		66345	Tachinidae	
